filename,area_pixels,mean,intden
U_phi_000432.tif,65536,24.427643,1600890.000000
U_phi_000433.tif,65536,23.836212,1562130.000000
U_phi_000434.tif,65536,24.112473,1580235.000000
U_phi_000435.tif,65536,23.661118,1550655.000000
U_phi_000436.tif,65536,24.275894,1590945.000000
U_phi_000437.tif,65536,23.096924,1513680.000000
U_phi_000438.tif,65536,24.307022,1592985.000000
U_phi_000439.tif,65536,24.770050,1623330.000000
U_phi_000440.tif,65536,24.030762,1574880.000000
U_phi_000441.tif,65536,23.906250,1566720.000000
U_phi_000442.tif,65536,24.357605,1596300.000000
U_phi_000443.tif,65536,23.828430,1561620.000000
U_phi_000444.tif,65536,23.661118,1550655.000000
U_phi_000445.tif,65536,24.201965,1586100.000000
U_phi_000446.tif,65536,23.952942,1569780.000000
U_phi_000447.tif,65536,23.583298,1545555.000000
U_phi_000448.tif,65536,23.847885,1562895.000000
U_phi_000449.tif,65536,23.972397,1571055.000000
U_phi_000450.tif,65536,23.906250,1566720.000000
U_phi_000451.tif,65536,23.439331,1536120.000000
U_phi_000452.tif,65536,23.330383,1528980.000000
U_phi_000453.tif,65536,24.559937,1609560.000000
U_phi_000454.tif,65536,23.353729,1530510.000000
U_phi_000455.tif,65536,23.641663,1549380.000000
U_phi_000456.tif,65536,23.863449,1563915.000000
U_phi_000457.tif,65536,23.906250,1566720.000000
U_phi_000458.tif,65536,23.793411,1559325.000000
U_phi_000459.tif,65536,23.808975,1560345.000000
U_phi_000460.tif,65536,24.104691,1579725.000000
U_phi_000461.tif,65536,24.326477,1594260.000000
U_phi_000462.tif,65536,23.649445,1549890.000000
U_phi_000463.tif,65536,24.198074,1585845.000000
U_phi_000464.tif,65536,23.750610,1556520.000000
U_phi_000465.tif,65536,23.773956,1558050.000000
U_phi_000466.tif,65536,24.061890,1576920.000000
U_phi_000467.tif,65536,23.754501,1556775.000000
U_phi_000468.tif,65536,24.622192,1613640.000000
U_phi_000469.tif,65536,24.236984,1588395.000000
U_phi_000470.tif,65536,23.493805,1539690.000000
U_phi_000471.tif,65536,24.170837,1584060.000000
U_phi_000472.tif,65536,23.700027,1553205.000000
U_phi_000473.tif,65536,24.925690,1633530.000000
U_phi_000474.tif,65536,23.723373,1554735.000000
U_phi_000475.tif,65536,24.077454,1577940.000000
U_phi_000476.tif,65536,24.664993,1616445.000000
U_phi_000477.tif,65536,24.019089,1574115.000000
U_phi_000478.tif,65536,23.851776,1563150.000000
U_phi_000479.tif,65536,24.334259,1594770.000000
U_phi_000480.tif,65536,23.466568,1537905.000000
U_phi_000481.tif,65536,23.462677,1537650.000000
U_phi_000482.tif,65536,24.513245,1606500.000000
U_phi_000483.tif,65536,24.598846,1612110.000000
U_phi_000484.tif,65536,24.124146,1581000.000000
U_phi_000485.tif,65536,23.929596,1568250.000000
U_phi_000486.tif,65536,24.007416,1573350.000000
U_phi_000487.tif,65536,24.015198,1573860.000000
U_phi_000488.tif,65536,23.762283,1557285.000000
U_phi_000489.tif,65536,24.260330,1589925.000000
U_phi_000490.tif,65536,23.633881,1548870.000000
U_phi_000491.tif,65536,24.089127,1578705.000000
U_phi_000492.tif,65536,24.598846,1612110.000000
U_phi_000493.tif,65536,24.120255,1580745.000000
U_phi_000494.tif,65536,24.423752,1600635.000000
U_phi_000495.tif,65536,23.797302,1559580.000000
U_phi_000496.tif,65536,23.941269,1569015.000000
U_phi_000497.tif,65536,24.283676,1591455.000000
U_phi_000498.tif,65536,24.489899,1604970.000000
U_phi_000499.tif,65536,24.093018,1578960.000000
U_phi_000500.tif,65536,24.089127,1578705.000000
U_phi_000501.tif,65536,24.380951,1597830.000000
U_phi_000502.tif,65536,24.447098,1602165.000000
U_phi_000503.tif,65536,24.466553,1603440.000000
U_phi_000504.tif,65536,23.929596,1568250.000000
U_phi_000505.tif,65536,23.497696,1539945.000000
U_phi_000506.tif,65536,24.089127,1578705.000000
U_phi_000507.tif,65536,24.384842,1598085.000000
U_phi_000508.tif,65536,24.069672,1577430.000000
U_phi_000509.tif,65536,24.061890,1576920.000000
U_phi_000510.tif,65536,23.567734,1544535.000000
U_phi_000511.tif,65536,23.886795,1565445.000000
U_phi_000512.tif,65536,24.377060,1597575.000000
U_phi_000513.tif,65536,23.890686,1565700.000000
U_phi_000514.tif,65536,23.781738,1558560.000000
U_phi_000515.tif,65536,23.964615,1570545.000000
U_phi_000516.tif,65536,23.540497,1542750.000000
U_phi_000517.tif,65536,23.972397,1571055.000000
U_phi_000518.tif,65536,24.061890,1576920.000000
U_phi_000519.tif,65536,23.789520,1559070.000000
U_phi_000520.tif,65536,23.812866,1560600.000000
U_phi_000521.tif,65536,23.349838,1530255.000000
U_phi_000522.tif,65536,23.812866,1560600.000000
U_phi_000523.tif,65536,23.591080,1546065.000000
U_phi_000524.tif,65536,23.707809,1553715.000000
U_phi_000525.tif,65536,23.606644,1547085.000000
U_phi_000526.tif,65536,24.209747,1586610.000000
U_phi_000527.tif,65536,23.855667,1563405.000000
U_phi_000528.tif,65536,23.762283,1557285.000000
U_phi_000529.tif,65536,24.034653,1575135.000000
